analysis_id,study_id,contrast_id,comparison_task,matched_task_names,analysis_name,study_name,authors,publication
JPY89C2raE9F-KRcNsRuVyfUg,JPY89C2raE9F,KRcNsRuVyfUg,flanker,Numerical Eriksen Flanker Task,MC block,Context-dependent modulation of cognitive control involves different temporal profiles of fronto-parietal activity,B. Aben; C. Calderon; Laurens Van der Cruyssen; Doerte Picksak; E. Bussche; Tom Verguts,NeuroImage
Jex3UzAm4GDn-Mwkboomq83uH,Jex3UzAm4GDn,Mwkboomq83uH,flanker,Modified Flanker Task,Response inhibition > interference monitoring and suppression,Brain regions underlying response inhibition and interference monitoring and suppression,G. Blasi; T. Goldberg; T. Weickert; Saumitra Das; P. Kohn; Brad Zoltick; A. Bertolino; J. Callicott; D. Weinberger; V. Mattay,European Journal of Neuroscience
Jex3UzAm4GDn-Zpn5B39MWGuN,Jex3UzAm4GDn,Zpn5B39MWGuN,flanker,Modified Flanker Task,Table 1.                 Local maxima of brain activation during interference monitoring and suppression,Brain regions underlying response inhibition and interference monitoring and suppression,G. Blasi; T. Goldberg; T. Weickert; Saumitra Das; P. Kohn; Brad Zoltick; A. Bertolino; J. Callicott; D. Weinberger; V. Mattay,European Journal of Neuroscience
Jex3UzAm4GDn-nx6Zf6udYzeB,Jex3UzAm4GDn,nx6Zf6udYzeB,flanker,Modified Flanker Task,Interference monitoring and suppression > Response inhibition,Brain regions underlying response inhibition and interference monitoring and suppression,G. Blasi; T. Goldberg; T. Weickert; Saumitra Das; P. Kohn; Brad Zoltick; A. Bertolino; J. Callicott; D. Weinberger; V. Mattay,European Journal of Neuroscience
Jex3UzAm4GDn-qJPRp4ewdpdB,Jex3UzAm4GDn,qJPRp4ewdpdB,flanker,Modified Flanker Task,Table 2.                 Local maxima of brain activation during response inhibition,Brain regions underlying response inhibition and interference monitoring and suppression,G. Blasi; T. Goldberg; T. Weickert; Saumitra Das; P. Kohn; Brad Zoltick; A. Bertolino; J. Callicott; D. Weinberger; V. Mattay,European Journal of Neuroscience
JuPENpTrgfmZ-4Vcy3kMWi6Ya,JuPENpTrgfmZ,4Vcy3kMWi6Ya,flanker,Flanker Task,Immersion-2,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
JuPENpTrgfmZ-BYe2KCWwbBS8,JuPENpTrgfmZ,BYe2KCWwbBS8,flanker,Flanker Task,L2_Home,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
JuPENpTrgfmZ-CYxamGvzQJmu,JuPENpTrgfmZ,CYxamGvzQJmu,flanker,Flanker Task,AoA,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
JuPENpTrgfmZ-ChY8UHF4dC3a,JuPENpTrgfmZ,ChY8UHF4dC3a,flanker,Flanker Task,AoA-2,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
JuPENpTrgfmZ-xdqfTYYTkouN,JuPENpTrgfmZ,xdqfTYYTkouN,flanker,Flanker Task,Immersion,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
JuPENpTrgfmZ-yWc3qNTmtFzp,JuPENpTrgfmZ,yWc3qNTmtFzp,flanker,Flanker Task,L2_Social,Duration and extent of bilingual experience modulate neurocognitive outcomes,V. Deluca; J. Rothman; E. Bialystok; C. Pliatsikas,NeuroImage
Jucguw9StRoF-AgqDVUTUnvCW,Jucguw9StRoF,AgqDVUTUnvCW,flanker,Modified Eriksen Flanker Task,MNI,Functional neural correlates of reduced physiological falls risk,L. Nagamatsu; C. Hsu; Todd C Handy; T. Liu-Ambrose,Behavioral and Brain Functions
Jucguw9StRoF-DNcivARabFjP,Jucguw9StRoF,DNcivARabFjP,flanker,Modified Eriksen Flanker Task,TAL,Functional neural correlates of reduced physiological falls risk,L. Nagamatsu; C. Hsu; Todd C Handy; T. Liu-Ambrose,Behavioral and Brain Functions
KKRFUpe36WBB-8eEDuNcqebXE,KKRFUpe36WBB,8eEDuNcqebXE,flanker,Modified Flanker Task,PUN vs. NEU,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-D9ndcGDyZdPA,KKRFUpe36WBB,D9ndcGDyZdPA,flanker,Modified Flanker Task,CONGRUENCY × MOTIVATION,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-TwssrtYhx5RH,KKRFUpe36WBB,TwssrtYhx5RH,flanker,Modified Flanker Task,CONGRUENCY × MOTIVATION × GENOTYPE,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-ZP6hpTeQDEPD,KKRFUpe36WBB,ZP6hpTeQDEPD,flanker,Modified Flanker Task,INCONGRUENT vs. CONGRUENT,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-nfwwmfHV3WUU,KKRFUpe36WBB,nfwwmfHV3WUU,flanker,Modified Flanker Task,COM vs. NEU,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-vXSkfxZn4yMS,KKRFUpe36WBB,vXSkfxZn4yMS,flanker,Modified Flanker Task,COM vs. PUN,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-y8EEJzuqneiQ,KKRFUpe36WBB,y8EEJzuqneiQ,flanker,Modified Flanker Task,REW vs. NEU,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-yH3D7DNwiPgw,KKRFUpe36WBB,yH3D7DNwiPgw,flanker,Modified Flanker Task,A1+ vs. A1−,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KKRFUpe36WBB-yrUJa7PiAHiV,KKRFUpe36WBB,yrUJa7PiAHiV,flanker,Modified Flanker Task,REW vs. PUN,Motivational salience and genetic variability of dopamine D2 receptor expression interact in the modulation of interference processing,A. Richter; Sylvia Richter; Adriana Barman; Joram Soch; M. Klein; A. Assmann; Catherine Libeau; G. Behnisch; T. Wüstenberg; C. Seidenbecher; B. Schott,Frontiers in Human Neuroscience
KeAD2aapwbaf-JcYHrTbSH8uR,KeAD2aapwbaf,JcYHrTbSH8uR,flanker,Flanker Task,"Activation Table of (VideoFullResp–VideoSharedResp)–(FeedbackFullResp–FeedbackSharedResp) (punc < 0.001, k > 10, survived qFDR < 0.05).",Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KeAD2aapwbaf-KFB6k9CtnDrS,KeAD2aapwbaf,KFB6k9CtnDrS,flanker,Flanker Task,(VideoFullResp+VideoSharedResp+VideoNoResp)–3VideoNoPain,Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KeAD2aapwbaf-pcYCiWGdZMBS,KeAD2aapwbaf,pcYCiWGdZMBS,flanker,Flanker Task,"VideoFullResp–VideoNoResp (punc < 0.001, k > 10, survived qFDR < 0.05).",Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KeAD2aapwbaf-v8bJm9ovxuFQ,KeAD2aapwbaf,v8bJm9ovxuFQ,flanker,Flanker Task,"VideoFullResp–VideoSharedResp (punc < 0.001, k > 10, survived qFDR < 0.05).",Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KeAD2aapwbaf-vxrtrWgzcdW3,KeAD2aapwbaf,vxrtrWgzcdW3,flanker,Flanker Task,t0010,Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KeAD2aapwbaf-wer7sjmVwiuo,KeAD2aapwbaf,wer7sjmVwiuo,flanker,Flanker Task,t0030,Responsibility modulates pain-matrix activation elicited by the expressions of others in pain,Fang Cui; Abdel R Abdelgabar; C. Keysers; V. Gazzola,NeuroImage
KmpiaxKmDM6F-HDK2S8Zj8FZE,KmpiaxKmDM6F,HDK2S8Zj8FZE,flanker,Affective variant of the flanker task,(A) Patients>Controls Patths originating from mPFC,Early life trauma and directional brain connectivity within major depression,M. Grant; D. White; J. Hadley; Nathan L. Hutcheson; R. Shelton; K. Sreenivasan; G. Deshpande,Human Brain Mapping
KmpiaxKmDM6F-TDpyWmhwLjSt,KmpiaxKmDM6F,TDpyWmhwLjSt,flanker,Affective variant of the flanker task,B. Controls>Patients Paths originating from DLPFC,Early life trauma and directional brain connectivity within major depression,M. Grant; D. White; J. Hadley; Nathan L. Hutcheson; R. Shelton; K. Sreenivasan; G. Deshpande,Human Brain Mapping
LK2uvbyHYRNh-93DUqLz7G2G7,LK2uvbyHYRNh,93DUqLz7G2G7,flanker,Go/No Go Eriksen flanker paradigm,MD-NSSI < MD-only,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-DRBQAHz77Vvg,LK2uvbyHYRNh,DRBQAHz77Vvg,flanker,Go/No Go Eriksen flanker paradigm,HC < MD-only-2,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-LC4j8fRvPFAm,LK2uvbyHYRNh,LC4j8fRvPFAm,flanker,Go/No Go Eriksen flanker paradigm,HC < MD-NSSI,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-MmVDNx4aDxcV,LK2uvbyHYRNh,MmVDNx4aDxcV,flanker,Go/No Go Eriksen flanker paradigm,MD-NSSI < HC,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-oAXPKmsvffZn,LK2uvbyHYRNh,oAXPKmsvffZn,flanker,Go/No Go Eriksen flanker paradigm,MD-only < MD-NSSI,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-ooUxYqZsqL7C,LK2uvbyHYRNh,ooUxYqZsqL7C,flanker,Go/No Go Eriksen flanker paradigm,HC < MD-only,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LK2uvbyHYRNh-wLC5FhDiXSQ6,LK2uvbyHYRNh,wLC5FhDiXSQ6,flanker,Go/No Go Eriksen flanker paradigm,MD-NSSI < MD-only-2,Neural Signatures of Error Processing in Depressed Adolescents with Comorbid Non-Suicidal Self-Injury (NSSI),K. Malejko; S. Hafner; Rebecca C. Brown; P. Plener; G. Grön; H. Graf; B. Abler,Biomedicines
LKzAq93jtcwC-FLRCiVFMGWrH,LKzAq93jtcwC,FLRCiVFMGWrH,flanker,Reward Flanker Task,Attainment vs. Anticipation,Neural correlates of RDoC reward constructs in adolescents with diverse psychiatric symptoms: A Reward Flanker Task pilot study.,Kailyn A. L. Bradley; J. Case; Rachel D. Freed; E. Stern; Vilma Gabbay,Journal of Affective Disorders
LKzAq93jtcwC-GGpiqZd7Q6M6,LKzAq93jtcwC,GGpiqZd7Q6M6,flanker,Reward Flanker Task,Anticipation vs. Attainment,Neural correlates of RDoC reward constructs in adolescents with diverse psychiatric symptoms: A Reward Flanker Task pilot study.,Kailyn A. L. Bradley; J. Case; Rachel D. Freed; E. Stern; Vilma Gabbay,Journal of Affective Disorders
LKzAq93jtcwC-KRqyhWKZzxDP,LKzAq93jtcwC,KRqyhWKZzxDP,flanker,Reward Flanker Task,Positive Prediction Error,Neural correlates of RDoC reward constructs in adolescents with diverse psychiatric symptoms: A Reward Flanker Task pilot study.,Kailyn A. L. Bradley; J. Case; Rachel D. Freed; E. Stern; Vilma Gabbay,Journal of Affective Disorders
LKzAq93jtcwC-wHxoKxdYb6QL,LKzAq93jtcwC,wHxoKxdYb6QL,flanker,Reward Flanker Task,SHAPS and Reward Anticipation(+Correlation),Neural correlates of RDoC reward constructs in adolescents with diverse psychiatric symptoms: A Reward Flanker Task pilot study.,Kailyn A. L. Bradley; J. Case; Rachel D. Freed; E. Stern; Vilma Gabbay,Journal of Affective Disorders
LKzAq93jtcwC-wQGNY9ku22Ws,LKzAq93jtcwC,wQGNY9ku22Ws,flanker,Reward Flanker Task,SHAPS and PPE(+Correlation),Neural correlates of RDoC reward constructs in adolescents with diverse psychiatric symptoms: A Reward Flanker Task pilot study.,Kailyn A. L. Bradley; J. Case; Rachel D. Freed; E. Stern; Vilma Gabbay,Journal of Affective Disorders
LYs57gYvCACU-6gRVruYMyxab,LYs57gYvCACU,6gRVruYMyxab,flanker,Modified Flanker Task,I > C,What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-GhmASFu6Vjkv,LYs57gYvCACU,GhmASFu6Vjkv,flanker,Modified Flanker Task,IS> IF (positive),What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-HKUy8AWGhYhC,LYs57gYvCACU,HKUy8AWGhYhC,flanker,Modified Flanker Task,Conjunction (correlation hypnosis with S>F and main effect I> C),What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-Q23ba5BvWLxn,LYs57gYvCACU,Q23ba5BvWLxn,flanker,Modified Flanker Task,C > I,What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-RiNSLoCpdAW5,LYs57gYvCACU,RiNSLoCpdAW5,flanker,Modified Flanker Task,I> C (positive),What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-aEUXg5bjwCY3,LYs57gYvCACU,aEUXg5bjwCY3,flanker,Modified Flanker Task,F > S S > F,What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-f33tHVUP6bDY,LYs57gYvCACU,f33tHVUP6bDY,flanker,Modified Flanker Task,A. Main effect of connectivity,What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-jNLhYwa3FVzy,LYs57gYvCACU,jNLhYwa3FVzy,flanker,Modified Flanker Task,B. Correlation of connectivity with hypnosis susceptibility,What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LYs57gYvCACU-oTq52wSewCTv,LYs57gYvCACU,oTq52wSewCTv,flanker,Modified Flanker Task,F> S (negative),What makes your brain suggestible? Hypnotizability is associated with differential brain activity during attention outside hypnosis,Y. Cojan; C. Piguet; Patrik Vuilleumier,NeuroImage
LbNkriA3n2hZ-8U4Qkco3ZZhs,LbNkriA3n2hZ,8U4Qkco3ZZhs,flanker,Ray Auditory Verbal Learning Test (RAVLT) | Modified Flanker Task | Resting-state fMRI,LPI group,Altered static and dynamic spontaneous neural activity in patients with ischemic pontine stroke,Xin Wang; Caihong Wang; Jingchun Liu; Jun Guo; Peifang Miao; Ying Wei; Yingying Wang; Zhen Li; Jie Li; Kaiyu Wang; Yong Zhang; Jingliang Cheng; C. Ren,Frontiers in Neuroscience
LbNkriA3n2hZ-Dxa4y9qgb8Ve,LbNkriA3n2hZ,Dxa4y9qgb8Ve,flanker,Ray Auditory Verbal Learning Test (RAVLT) | Modified Flanker Task | Resting-state fMRI,LPI group-2,Altered static and dynamic spontaneous neural activity in patients with ischemic pontine stroke,Xin Wang; Caihong Wang; Jingchun Liu; Jun Guo; Peifang Miao; Ying Wei; Yingying Wang; Zhen Li; Jie Li; Kaiyu Wang; Yong Zhang; Jingliang Cheng; C. Ren,Frontiers in Neuroscience
LbNkriA3n2hZ-bwiLsQt9nBgv,LbNkriA3n2hZ,bwiLsQt9nBgv,flanker,Ray Auditory Verbal Learning Test (RAVLT) | Modified Flanker Task | Resting-state fMRI,RPI group-3,Altered static and dynamic spontaneous neural activity in patients with ischemic pontine stroke,Xin Wang; Caihong Wang; Jingchun Liu; Jun Guo; Peifang Miao; Ying Wei; Yingying Wang; Zhen Li; Jie Li; Kaiyu Wang; Yong Zhang; Jingliang Cheng; C. Ren,Frontiers in Neuroscience
LbNkriA3n2hZ-iKMFXju9bY3q,LbNkriA3n2hZ,iKMFXju9bY3q,flanker,Ray Auditory Verbal Learning Test (RAVLT) | Modified Flanker Task | Resting-state fMRI,RPI group-2,Altered static and dynamic spontaneous neural activity in patients with ischemic pontine stroke,Xin Wang; Caihong Wang; Jingchun Liu; Jun Guo; Peifang Miao; Ying Wei; Yingying Wang; Zhen Li; Jie Li; Kaiyu Wang; Yong Zhang; Jingliang Cheng; C. Ren,Frontiers in Neuroscience
LbNkriA3n2hZ-qcVEUZVR5HTn,LbNkriA3n2hZ,qcVEUZVR5HTn,flanker,Ray Auditory Verbal Learning Test (RAVLT) | Modified Flanker Task | Resting-state fMRI,RPI group,Altered static and dynamic spontaneous neural activity in patients with ischemic pontine stroke,Xin Wang; Caihong Wang; Jingchun Liu; Jun Guo; Peifang Miao; Ying Wei; Yingying Wang; Zhen Li; Jie Li; Kaiyu Wang; Yong Zhang; Jingliang Cheng; C. Ren,Frontiers in Neuroscience
LhDecKrEtm2v-aToFKTuakZhQ,LhDecKrEtm2v,aToFKTuakZhQ,flanker,Modified Eriksen Flanker Task,t2,Overall reductions in functional brain activation are associated with falls in older adults: an fMRI study,L. Nagamatsu; L. Boyd; C. Hsu; T. Handy; T. Liu-Ambrose,Frontiers in Aging Neuroscience
LiKnc7LGfGWR-G8m4S6qYdjxT,LiKnc7LGfGWR,G8m4S6qYdjxT,flanker,Flanker Task,Regions showing increased error-related activation in OCD patients compared to healthy control participants.,Error-related activity of the sensorimotor network contributes to the prediction of response to cognitive-behavioral therapy in obsessive–compulsive disorder,Rosa Grützmann; Julia Klawohn; B. Elsner; B. Reuter; C. Kaufmann; A. Riesel; K. Bey; S. Heinzel; N. Kathmann,NeuroImage: Clinical
